"name","address1_composite","address2_composite","telephone1","websiteurl","chc_256characterstatement","sl_federalein","chc_ntee1","chc_ntee2","chc_ntee3"
"Epilepsy Foundation, North Dakota","198th St S PMB 400
Fargo, ND 58103
USA","3540 Crain Hwy Ste 675
Bowie, MD 20716
USA","800-332-1000","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"Epilepsy Foundation, Pennsylvania, Western Pennsylvania","3540 Crain Hwy Ste 675
Bowie, MD 20716
USA",,"800-332-1000","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"Epilepsy Foundation, South Carolina","3540 Crain Hwy Ste 675
Bowie, MD 20716
USA",,"844-557-1387","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"Epilepsy Foundation, South Dakota","515 W 41st St Ste 1050
Sioux Falls, SD 57105
USA","3540 Crain Hwy Ste 675
Bowie, MD 20716
USA","844-557-1388","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","R  Civil Rights, Social Action, Advocacy"
"Epilepsy Foundation, Illinois, Northwest Illinois","3540 Crain Hwy Ste 675
Bowie, MD 20716
USA",,"800-332-1000","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"NAMI North Texas","2812 Swiss Ave
Dallas, TX 75204
USA",,"214-341-7133","https://www.naminorthtexas.org/","We provide education, support, and advocacy to improve the lives of those living with mental illness and their family members.","751875023","F  Mental Health, Crisis Intervention","P  Human Services","O  Youth Development"
"LifeShare Foundation","4705 NW Expressway
Oklahoma City, OK 73132
USA",,"405-840-5551","https://www.LifeShareOkFoundation.org","The focus of the Foundation is awareness of organ, eye and tissue donation, support of transplant recipients, including those waiting, and donor families, and research in donation. ","821003338","E  Health General & Rehabilitative","P  Human Services","Z  Unknown"
"Alzheimer's Association, Delaware, Delaware Valley Chapter, Newport","240 N James St Ste 100A
Newport, DE 19804
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","215-561-2919","http://www.alz.org/delval","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Henry Street Settlement","265 Henry St
New York, NY 10002
USA",,"212-766-9200","http://www.henrystreet.org","Our mission is to open doors of opportunity for Lower East Side residents and other NYers through comprehensive social services, arts, and health care programs.","131562242","P  Human Services","L  Housing, Shelter","O  Youth Development"
"ZERO Prostate Cancer, DC, Mid-Atlantic Chapter","515 King St Ste 420
Expired Address
Alexandria, VA 22314
USA",,"202-313-2866","https://zerocancer.org/","ZERO will save lives and stop pain and suffering by advancing research, encouraging action, providing education and support to men and their families.","593400922","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","W  Public, Society Benefit"
"ZERO Prostate Cancer, Georgia, Southeast Chapter","515 King St Ste 420
Expired Address
Alexandria, VA 22314
USA",,"202-463-9455","https://zerocancer.org/","ZERO will save lives and stop pain and suffering by advancing research, encouraging action, providing education and support to men and their families.","593400922","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","W  Public, Society Benefit"
"ZERO Prostate Cancer, New Jersey, East Coast Metro Chapter","515 King St Ste 420
Expired Address
Alexandria, VA 22314
USA",,"609-500-9855","https://zerocancer.org/","ZERO will save lives and stop pain and suffering by advancing research, encouraging action, providing education and support to men and their families.","593400922","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","W  Public, Society Benefit"
"ZERO Prostate Cancer, North Carolina, South Atlantic Chapter","515 King St Ste 420
Expired Address
Alexandria, VA 22314
USA",,"571-969-8322","https://zerocancer.org/","ZERO will save lives and stop pain and suffering by advancing research, encouraging action, providing education and support to men and their families.","593400922","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","W  Public, Society Benefit"
"American Cancer Society, Alaska, West Region, Anchorage Market","3851 Piper St U240
Anchorage, AK 99508
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","907-277-8610","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, California, West Region, San Diego Market","5333 Mission Center Rd 105
San Diego, CA 92108
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","619-682-7410","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, DC, Cancer Advocacy Network, District of Columbia Market","655 15th St NW Ste 503
Washington, DC 20005
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","202-661-5700","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","522340031","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, Florida, Southeast Region, Gainsville Market","2119 SW 16th St
Gainesville, FL 32608
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","352-376-6866","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, Florida, Southeast Region, Miami Market, Miami","9500 S Dadeland Blvd Ste 710
Miami, FL 33156
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","305-594-4363","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, Kentucky, North Central Region, Lexington Market","1504 College Way Ste 110
Lexington, KY 40502
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","859-260-8350","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, North Carolina, Southeast Region, Greenville Market","930-B Wellness Dr
Greenville, NC 27834
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","252-695-9054","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, New Jersey, Northeast Region, New Jersey Market","2310 State Highway 34 1A
Manasquan, NJ 08736
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","732-292-4241","https://www.cancer.org","We do much more than breakthrough research. We provide patients free rides to their treatments, free lodging at one of our 33 Hope Lodges when treatment is far from home, 24/7 helpline support, and more. That’s how we’re attacking cancer from every angle.","131788491","G  Disease, Disorders, Medical Disciplines","H  Medical Research","E  Health General & Rehabilitative"
